hip_angle
4.621911256000339
5.433903306776004
6.752751415219525
6.810447950598813
7.175960973758948
8.000938373042299
8.448367481204318
8.908727923697171
9.384016051931262
9.504691401389426
9.242838580187115
8.978701192503088
8.817716199201314
8.647896417678417
8.586909746461746
8.452250674419705
8.256763435469125
8.256763435469125
7.67129616370553
5.077521685756113
1.8914016728557614
-1.2435120334005048
-3.020685038634782
-3.9783357042804823
-3.915255374786631
-4.041273691270078
-3.65899788194639
-3.5946995869513994
-3.659496874130113
-3.784821400953046
-3.21188270326956
-3.1480078361830377
-3.46795152130114
-3.532684387390919
-3.5330440230055795
-1.1026120607256455
3.0932142414963693
6.0327829233711325
8.996878223241861
10.884799328224258
11.095474417140728
11.229430226019044
11.198641954368654
11.167981919610963
10.749523059680914
10.809397124487052
10.68961786813487
10.600200016685353
10.163400495312072
9.894023905657484
9.350549285773713
8.609605637337694
6.803312282557905
3.5637734661294527
0.8154975734083285
-0.8784337605905552
-1.6894297040085513
-1.4335687932446328
-1.6877426360719308
-1.813151591307461
-1.9388526832128488
-1.6242686516915983
-1.6860518259087212
-1.6894297040085513
-1.8781864204180263
-2.447984242339565
-1.186798272162152
2.010992125826342
5.581847650899673
8.036823271814853
8.782729865281048
9.506578152497035
9.642234665719382
9.614492479003214
9.439424407212222
8.970382178191375
8.55131032628637
7.706624403382958
6.640549875092016
3.603638859700081
1.1679162740874576
